date,close_indice,close_future
2020-01-01,1000.0,1005.5011873760856
2020-01-02,993.98999,999.3887107812918
2020-01-03,997.90002,1003.2503049956221
2020-01-04,997.90002,1003.1806372545997
2020-01-05,997.90002,1003.1109743514469
2020-01-06,996.40997,1001.5435893759399
2020-01-07,995.48999,1000.5493845238132
2020-01-08,1001.3,1006.3190371365181
2020-01-09,1016.9,1021.9262628961425
2020-01-10,1011.0,1015.9265478802987
2020-01-11,1011.0,1015.8559998751966
2020-01-12,1011.0,1015.7854567690915
2020-01-13,1004.88,1009.5663772148604
2020-01-14,1011.13,1015.7749824533845
2020-01-15,1011.96,1016.5381999695137
2020-01-16,1016.08,1020.6059613528668
2020-01-17,1022.49,1026.9731935850423
2020-01-18,1022.49,1026.901878478402
2020-01-19,1022.49,1026.8305683240278
2020-01-20,1022.45,1026.719096107204
2020-01-21,1024.58,1028.786543631785
2020-01-22,1032.1899,1036.3557153991808
2020-01-23,1027.34,1031.41461318504
2020-01-24,1029.6801,1033.6922077642425
2020-01-25,1029.6801,1033.6204260755962
2020-01-26,1029.6801,1033.5486493716164
2020-01-27,1029.04,1032.8344173874682
2020-01-28,1027.29,1031.0063643972305
2020-01-29,1023.82,1027.4524578471567
2020-01-30,1018.34,1021.88204860905
2020-01-31,1025.1899,1028.6843354315304
2020-02-01,1025.1899,1028.612901499721
2020-02-02,1025.1899,1028.5414725284293
2020-02-03,1001.3,1004.5037115371338
2020-02-04,1004.58,1007.7242227893337
2020-02-05,1006.59,1009.6703954296959
2020-02-06,995.07001,998.0458404821734
2020-02-07,992.71997,995.6196298608602
2020-02-08,992.71997,995.5504920094343
2020-02-09,992.71997,995.481358959081
2020-02-10,994.77002,997.4678404536395
2020-02-11,980.48999,983.0808110812776
2020-02-12,979.44,981.9598525909389
2020-02-13,996.75,999.2449924410763
2020-02-14,1007.78,1010.232444471707
2020-02-15,1007.78,1010.1622918767232
2020-02-16,1007.78,1010.0921441532782
2020-02-17,1007.32,1009.5609779421671
2020-02-18,999.96002,1002.1150305068129
2020-02-19,1001.25,1003.3381118612734
2020-02-20,1001.6,1003.6191435941075
2020-02-21,1022.08,1024.0693112035608
2020-02-22,1022.08,1023.9981977484172
2020-02-23,1022.08,1023.9270892315368
2020-02-24,1015.3,1017.0642045955901
2020-02-25,1019.55,1021.2506668286842
2020-02-26,1015.75,1017.3736748117856
2020-02-27,1012.44,1013.9879655058909
2020-02-28,1001.5,1002.9615863143201
2020-02-29,1001.5,1002.89193862251
2020-03-01,1001.5,1002.8222957671774
2020-03-02,994.32001,995.5636871487809
2020-03-03,973.75,974.9002448025758
2020-03-04,966.31,967.3842744864148
2020-03-05,961.79999,962.802386980705
2020-03-06,932.33002,933.2368927333683
2020-03-07,932.33002,933.1720868660473
2020-03-08,932.33002,933.1072854989774
2020-03-09,874.84003,875.5085658895321
2020-03-10,927.29999,927.9441719747975
2020-03-11,922.81,923.3869365238832
2020-03-12,857.01001,857.4862589513484
