Date,open,high,low,Close,Volume
2014-11-11,643.26001,647.09998,641.46997,642.02002,NaN
2014-11-12,643.07001,644.76001,640.58002,641.89001,NaN
2014-11-13,642.40002,644.53003,638.87,638.87,NaN
2014-11-14,638.23999,638.71002,632.28003,637.90002,NaN
2014-11-17,639.53003,640.92999,637.17999,637.21002,NaN
2014-11-18,637.12,637.60999,627.84003,627.84003,NaN
2014-11-19,628.44,630.64001,623.65997,623.65997,NaN
2014-11-20,627.65002,630.57001,624.87,628.79999,NaN
2014-11-21,629.07001,631.21002,623.73999,623.73999,NaN
2014-11-24,620.57001,622.23999,615.45001,616.39001,NaN
2014-11-25,618.47998,624.83002,618.47998,623.22998,NaN
2014-11-26,624.67999,625.91998,615.21997,616.47998,NaN
2014-11-27,615.90997,616.56,609.70001,615.57001,NaN
2014-11-28,615.19,616.97998,611.15002,611.15002,NaN
2014-12-01,612.85999,617.19,612.67999,614.44,NaN
2014-12-02,615.32001,616.15997,613.57001,613.57001,NaN
2014-12-03,614.71997,621.04999,614.71997,619.28998,NaN
2014-12-04,619.42999,626.09998,619.42999,624.31,NaN
2014-12-05,625.53003,628.13,623.13,624.66998,NaN
2014-12-08,622.90002,623.84998,617.09998,619.87,NaN
2014-12-09,617.02002,617.02002,603.13,603.84998,NaN
2014-12-10,601.91998,611.51001,597.96997,610.81,NaN
2014-12-11,604.88,612.79999,601.84003,604.79999,NaN
2014-12-12,603.34998,609.65997,603.34998,609.33002,NaN
2014-12-15,607.56,610.59003,603.91998,603.91998,NaN
2014-12-16,601.75,602,591.28003,591.78003,NaN
2014-12-17,592.34003,593.39001,563.91998,569.71002,NaN
2014-12-18,573.92999,579.72998,571.14001,578.88,NaN
2014-12-19,578.40002,582.59003,570.60999,570.60999,NaN
2014-12-22,577.08002,587.64001,576.97998,587.56,NaN
2014-12-23,587.54999,594.40997,584.62,589.60999,NaN
2014-12-24,591.60999,593.54999,588.16998,591.19,NaN
2014-12-25,588.63,589.78998,584.09998,585.19,NaN
