date,close_indice,close_future,rendement,volatilite_historique,volatilite_garch,volatilite_egarch,volatilite_gjr_garch,future_cost_of_carry,future_convenience_yield,future_monte_carlo
2015-01-01,43696.74,43875,,,,,,44238.80154073028,44129.853938489716,
2015-01-02,43696.74,43875,0.0,,,,,44238.80154073028,44129.853938489716,
2015-01-03,43696.74,43875,0.0,,21.531641198789274,21.72380759865473,21.531641198789274,44238.80154073028,44129.853938489716,
2015-01-04,43696.74,43875,0.0,,20.81712633613565,20.418335809508957,20.81712633613565,44238.80154073028,44129.853938489716,
2015-01-05,41990.24,42147,-3.9836289450175992,,20.367946219117286,19.953950989286316,20.367946219117286,42511.13227228471,42406.439428710895,
2015-01-06,42747.37,42967,1.7870462696121292,,24.59184483027137,24.08153477426455,24.59184483027137,43277.654530250256,43171.07396008437,
2015-01-07,43086.35,43346,0.7898568589077439,,21.872754910692436,21.537543440018368,21.872754910692436,43620.83960415454,43513.413866632756,
2015-01-08,43670.79,43948,1.347321594441523,,22.858028347101783,22.720051017496893,22.858028347101783,44212.52962891301,44103.64672692877,
2015-01-09,42994.58,43181,-1.5605396318558513,,21.78223701057048,21.93908395199915,21.78223701057048,43527.93118999384,43420.73425950566,
2015-01-10,42994.58,43181,0.0,,22.261960241502983,22.857677543452105,22.261960241502983,43527.93118999384,43420.73425950566,
2015-01-11,42994.58,43181,0.0,,20.969469613249537,20.743653360129837,20.969469613249537,43527.93118999384,43420.73425950566,
2015-01-12,42478.59,42671,-1.2073876944987252,,20.885669723535212,20.75972027360872,20.885669723535212,43005.54029293832,42899.629862845366,
2015-01-13,43428.83,43691,2.2123321988133915,,20.51262690879506,20.809458860870464,20.51262690879506,43967.56809583766,43859.28846452849,
2015-01-14,42038.08,42186,-3.254763210446806,,21.45683616742243,22.06200592985158,21.45683616742243,42559.56573129581,42454.753609869884,
2015-01-15,42533.81,42840,1.172341490025053,,23.224434633335477,23.595930108852446,23.224434633335477,43061.445301437336,42955.39719318817,
2015-01-16,42455.42,42669,-0.18447048462417576,,21.505695490368886,22.29055080681063,21.505695490368886,42982.08286724253,42876.23020612602,
2015-01-17,42455.42,42669,0.0,,21.680135364209736,21.87142863092222,21.680135364209736,42982.08286724253,42876.23020612602,
2015-01-18,42455.42,42669,0.0,,20.61375005971769,20.711626121011825,20.61375005971769,42982.08286724253,42876.23020612602,
2015-01-19,42989.54,43148,1.2502246058021593,,20.403260418568298,20.128663663264113,20.403260418568298,43522.828668392336,43415.6443039655,
2015-01-20,43074.85,43228,0.1982469821498632,,20.182444391439,20.70308953398027,20.182444391439,43609.19694573842,43501.79988077723,
2015-01-21,43480.8,43615,0.9380161238160539,,19.465754410493563,19.223226360111788,19.465754410493563,44020.18278782777,43911.77358147733,
2015-01-22,43725.2,43889,0.5605133588740849,,19.402193078165933,20.107987450114038,19.402193078165933,44267.6145892975,44158.59602870261,
2015-01-23,43647.44,43760,-0.1779962709845202,,18.729209850631516,18.875079649334904,18.729209850631516,44188.88997030288,44080.06528608298,
2015-01-24,43647.44,43760,0.0,,18.38335727598577,18.709232838760187,18.38335727598577,44188.88997030288,44080.06528608298,
2015-01-25,43647.44,43760,0.0,,17.83587793240478,17.666117070306104,17.83587793240478,44188.88997030288,44080.06528608298,
2015-01-26,44197.55,44304,1.2524725456438046,,17.44941209668762,17.275478449426764,17.44941209668762,44745.824128676504,44635.62787382071,
2015-01-27,44531.76,44658,0.7533284785915001,,17.593475105060303,17.98505151837716,17.593475105060303,45084.180030350806,44973.15050101859,
2015-01-28,45002.4,45125,1.0513179212459087,,17.006280606096556,17.272960516465112,17.006280606096556,45560.658357043576,45448.455396935555,
2015-01-29,44768.68,44868,-0.520703389275387,,17.134088445334154,17.95764111503764,17.134088445334154,45324.03904182465,45212.418807878705,
2015-01-30,45111.03,45220,0.7617996445612526,,16.469319750997517,17.00120848820382,16.469319750997517,45670.63592084741,45558.16211723867,
2015-01-31,45111.03,45220,0.0,20.608245192772262,16.477645779095248,17.520619449145848,16.477645779095248,45670.63592084741,45558.16211723867,1.1596774612313871e-06
2015-02-01,45111.03,45220,0.0,20.608245192772262,15.816513177666582,16.13339076415439,15.816513177666582,45670.63592084741,45558.16211723867,5.022536044481255e-05
2015-02-02,45188.36,45212,0.17127473154356085,20.606555559375852,15.622702275374467,16.09098013161444,15.622702275374467,45748.92520565778,45636.25859777849,4.036553162630704e-07
2015-02-03,45708.71,45742,1.1449338999890435,20.818624581849605,15.154725562204147,15.382813346225474,15.154725562204147,46275.73018886062,46161.76620994574,5.9535043893410586e-05
2015-02-04,45412.12,45485,-0.6509840777515079,16.949660862297232,15.459374974716685,16.35425818596851,15.459374974716685,45975.46096628326,45862.23646517264,0.057903714431127705
2015-02-05,45450.89,45508,0.08533726178085169,16.32445589226876,14.866056825441683,15.48148612460016,14.866056825441683,46014.711911221806,45901.39074618296,0.22881185032563134
2015-02-06,45744.27,45796,0.6434135586008343,16.28428712131593,14.69003667315093,15.265258472828283,14.69003667315093,46311.73131349345,46197.67867403465,0.46261848654477133
2015-02-07,45744.27,45796,0.0,15.923262388008613,14.449398002371106,15.291540259356248,14.449398002371106,46311.73131349345,46197.67867403465,0.46065624638033753
2015-02-08,45744.27,45796,0.0,15.082756784690897,14.070604609725972,14.410880871825935,14.070604609725972,46311.73131349345,46197.67867403465,823.635148254412
2015-02-09,45875.33,45911,0.2860961833384048,15.0714845641522,13.803655071603647,14.187287845644791,13.803655071603647,46444.41712323414,46330.03771631512,1.6808587877566354
2015-02-10,45916.4,45949,0.08948519161933288,15.062559959766253,13.523236374399387,13.887023480684435,13.523236374399387,46485.99659985591,46371.51479449655,48.803734215588506
2015-02-11,45891.46,45917,-0.05433086146108881,14.472793994242162,13.232593896518686,13.433996713476096,13.232593896518686,46460.747217169104,46346.32759386726,82.81271187175344
2015-02-12,46289.79,46285,0.8642375304974267,13.376477881877044,12.964692907565396,13.075889354491128,12.964692907565396,46864.018532551425,46748.6057665483,112.3790226663596
2015-02-13,46739.97,46733,0.9678268846073315,8.616561573613886,13.088462366375097,13.65326467760272,13.088462366375097,47319.78305131429,47203.24786676057,11955.151971063848
2015-02-14,46739.97,46733,0.0,8.312924292712756,13.058819125901433,13.64385994588687,13.058819125901433,47319.78305131429,47203.24786676057,16066.433406002296
2015-02-15,46739.97,46733,0.0,8.233553466470534,12.635377863356398,12.91833646482031,12.635377863356398,47319.78305131429,47203.24786676057,167310.31766147536
2015-02-16,46822.44,46795,0.17628879238612177,8.18966207889095,12.489603583820914,12.713613374843842,12.489603583820914,47403.27609823413,47286.5352940219,11604.513093481075
2015-02-17,46714.3,46745,-0.231224753355248,8.296454440414994,12.194440805254308,12.390416812018149,12.194440805254308,47293.79461291933,47177.32343050741,17309.005683908923
2015-02-18,46465.08,46424,-0.5349264918440094,8.166898830889629,12.026535653680979,12.23497295249258,12.026535653680979,47041.48301896562,46925.633208340936,19684.271442790036
2015-02-19,46716.65,46745,0.5399569448159484,8.204718144443847,11.922219919706677,12.338680657929048,11.922219919706677,47296.17376485654,47179.69672326919,77826.42500185533
2015-02-20,46880.64,46814,0.35041648706938094,7.96249683764121,11.789877786839842,12.261548595486989,11.789877786839842,47462.19807387054,47345.312161568996,70414.60868483185
2015-02-21,46880.64,46814,0.0,7.9388209521856625,11.588151162466845,12.09108444480973,11.588151162466845,47462.19807387054,47345.312161568996,27433.955223180594
2015-02-22,46880.64,46814,0.0,7.875397233961589,11.372594639174032,11.590673056233353,11.372594639174032,47462.19807387054,47345.312161568996,13920.52558727555
2015-02-23,47163.1,47173,0.6007010128706687,7.909879464366329,11.18081602974655,11.342457813097276,11.18081602974655,47748.162012672256,47630.57185241701,26587.243338728455
2015-02-24,47178.36,47091,0.032350570222444905,7.90125324567341,11.206558094292985,11.660431352524983,11.206558094292985,47763.61131418792,47645.98310669138,28365.131874233688
2015-02-25,47029.95,46970,-0.3150680078423976,7.48421205931219,10.875353873712985,10.907538332237385,10.875353873712985,47613.36027631507,47496.10209444627,61291.15324506815
2015-02-26,47161.17,47088,0.2786251716522003,7.307497150446247,10.85371576333755,11.253007892101571,10.85371576333755,47746.2080708685,47628.62272261691,18467.040345375975
2015-02-27,47161.83,47105,0.0013994465825071746,6.853110784070145,10.62622892087006,10.788939777493757,10.62622892087006,47746.876258221084,47629.289264413834,26178.074796665936
2015-02-28,47161.83,47105,0.0,6.566334525423389,10.495317431189932,10.578412525290918,10.495317431189932,47746.876258221084,47629.289264413834,31300.423393827856
2015-03-01,47161.83,47105,0.0,6.340656245438704,10.313244279975022,10.216610127430906,10.313244279975022,47746.876258221084,47629.289264413834,61044.72683353214
2015-03-02,46773.81,46709,-0.8261448091704924,6.932877358532404,10.176787666039907,9.979650821022219,10.176787666039907,47354.042839210095,47237.423282530224,111772.86863507798
2015-03-03,46976.08,46842,0.431510509202203,6.980260826224582,10.470540070194403,10.679024796845688,10.470540070194403,47558.82201467361,47441.69814505174,60217.694443750646
2015-03-04,46744.23,46646,-0.49477103302510905,7.213250446148488,10.14992625768666,10.185129008310824,10.14992625768666,47324.09589695366,47207.55009108619,238095.74900707294
2015-03-05,47105.87,46985,0.7706796049373638,6.8186871259382364,10.274633249141587,10.632817978528522,10.274633249141587,47690.22206996312,47572.77459932903,38236.073827592954
2015-03-06,47236.4,47073,0.2767160113720106,6.450578522901986,10.343558131125992,10.717589446704412,10.343558131125992,47822.371305011584,47704.59838834832,52029.15005663227
2015-03-07,47236.4,47073,0.0,6.460594578571106,10.098947508189443,10.468344097740891,10.098947508189443,47822.371305011584,47704.59838834832,37022.38193542917
2015-03-08,47236.4,47073,0.0,6.281580960811362,10.017838718459709,10.139820888794105,10.017838718459709,47822.371305011584,47704.59838834832,30046.799636810698
