date,close_indice,close_future
2021-04-14,"62,084.39","64,128"
2021-04-15,"62,080.02","64,014"
2021-04-16,"62,898.13","64,851"
2021-04-17,"62,898.13","64,851"
2021-04-18,"62,898.13","64,851"
2021-04-19,"62,325.85","64,224"
2021-04-20,"61,116.77","62,851"
2021-04-21,"61,399.26","63,176"
2021-04-22,"61,182.94","62,925"
2021-04-23,"61,478.76","63,221"
2021-04-24,"61,478.76","63,221"
2021-04-25,"61,478.76","63,221"
2021-04-26,"61,716.82","63,422"
2021-04-27,"61,716.82","63,422"
2021-04-28,"61,838.56","63,639"
2021-04-29,"61,508.38","63,266"
2021-04-30,"61,096.37","62,824"
2021-05-01,"61,096.37","62,824"
2021-05-02,"61,096.37","62,824"
2021-05-03,"60,769.69","62,501"
2021-05-04,"60,376.47","62,038"
2021-05-05,"61,536.47","63,254"
2021-05-06,"61,705.88","63,406"
2021-05-07,"62,573.36","64,267"
2021-05-08,"62,573.36","64,267"
2021-05-09,"62,573.36","64,267"
2021-05-10,"62,389.39","63,963"
2021-05-11,"61,320.37","62,945"
2021-05-12,"61,529.14","63,229"
2021-05-13,"60,211.08","61,803"
2021-05-14,"60,573.37","62,215"
2021-05-15,"60,573.37","62,215"
2021-05-16,"60,573.37","62,215"
2021-05-17,"61,193.22","62,864"
2021-05-18,"61,189.94","62,989"
2021-05-19,"59,776.91","61,582"
2021-05-20,"60,068.05","61,902"
2021-05-21,"60,210.00","62,031"
2021-05-22,"60,210.00","62,031"
2021-05-23,"60,210.00","62,031"
2021-05-24,"60,056.92","61,887"
2021-05-25,"60,106.11","61,461"
2021-05-26,"60,093.24","61,418"
2021-05-27,"60,802.01","62,164"
2021-05-28,"61,345.49","62,757"
2021-05-29,"61,345.49","62,757"
2021-05-30,"61,345.49","62,757"
2021-05-31,"61,782.86","63,119"
2021-06-01,"62,698.90","64,055"
2021-06-02,"62,786.67","64,271"
2021-06-03,"61,573.32","62,893"
2021-06-04,"61,616.80","62,929"
2021-06-05,"61,616.80","62,929"
2021-06-06,"61,616.80","62,929"
2021-06-07,"61,387.75","62,717"
2021-06-08,"61,452.39","62,702"
2021-06-09,"61,433.18","62,673"
2021-06-10,"61,291.03","62,504"
2021-06-11,"61,444.66","62,554"
2021-06-12,"61,444.66","62,554"
2021-06-13,"61,444.66","62,554"
2021-06-14,"61,653.75","62,965"
2021-06-15,"61,061.79","62,183"
2021-06-16,"61,061.79","62,183"
2021-06-17,"60,399.88","61,627"
2021-06-18,"59,503.87","60,590"
2021-06-19,"59,503.87","60,590"
2021-06-20,"59,503.87","60,590"
2021-06-21,"59,472.25","61,284"
2021-06-22,"59,493.46","60,595"
2021-06-23,"59,764.05","60,775"
2021-06-24,"60,188.42","61,194"
2021-06-25,"60,140.15","61,227"
2021-06-26,"60,140.15","61,227"
2021-06-27,"60,140.15","61,227"
2021-06-28,"59,820.66","60,851"
2021-06-29,"60,495.83","61,514"
2021-06-30,"60,161.76","61,175"
2021-07-01,"60,476.77","61,637"
2021-07-02,"60,292.64","61,489"
2021-07-03,"60,292.64","61,489"
2021-07-04,"60,292.64","61,489"
2021-07-05,"60,082.20","61,277"
2021-07-06,"59,756.87","60,944"
2021-07-07,"60,705.57","61,884"
2021-07-08,"59,106.40","60,135"
2021-07-09,"60,221.84","61,349"
2021-07-10,"60,221.84","61,349"
2021-07-11,"60,221.84","61,349"
2021-07-12,"61,080.80","62,266"
2021-07-13,"60,943.22","62,043"
2021-07-14,"61,753.54","63,089"
2021-07-15,"61,439.11","62,442"
2021-07-16,"60,437.58","61,438"
2021-07-17,"60,437.58","61,438"
2021-07-18,"60,437.58","61,438"
2021-07-19,"58,795.32","59,641"
2021-07-20,"59,668.22","60,504"
2021-07-21,"60,502.39","61,433"
2021-07-22,"61,309.13","62,142"
2021-07-23,"61,932.98","62,688"
2021-07-24,"61,932.98","62,688"
2021-07-25,"61,932.98","62,688"
2021-07-26,"61,946.37","62,467"
2021-07-27,"61,208.33","61,827"
2021-07-28,"62,368.63","62,777"
2021-07-29,"63,394.89","63,943"
2021-07-30,"62,852.28","63,473"
2021-07-31,"62,852.28","63,473"
2021-08-01,"62,852.28","63,473"
2021-08-02,"62,704.00","63,018"
2021-08-03,"62,543.44","62,510"
2021-08-04,"62,750.03","62,564"
2021-08-05,"62,199.85","62,179"
2021-08-06,"62,509.23","62,425"
2021-08-07,"62,509.23","62,425"
2021-08-08,"62,509.23","62,425"
2021-08-09,"62,509.23","62,425"
2021-08-10,"63,541.21","63,418"
2021-08-11,"63,488.73","63,549"
2021-08-12,"63,276.98","63,250"
2021-08-13,"63,269.04","63,379"
2021-08-14,"63,269.04","63,379"
2021-08-15,"63,269.04","63,379"
2021-08-16,"62,607.03","62,785"
2021-08-17,"62,657.34","62,844"
2021-08-18,"61,608.96","61,364"
2021-08-19,"59,854.78","59,432"
2021-08-20,"59,800.02","59,348"
2021-08-21,"59,800.02","59,348"
2021-08-22,"59,800.02","59,348"
2021-08-23,"60,562.05","60,015"
2021-08-24,"61,180.29","60,681"
2021-08-25,"61,212.12","60,599"
2021-08-26,"60,854.92","60,287"
2021-08-27,"61,393.15","60,776"
2021-08-28,"61,393.15","60,776"
2021-08-29,"61,393.15","60,776"
2021-08-30,"60,750.09","60,041"
2021-08-31,"61,039.26","60,208"
2021-09-01,"60,612.64","60,215"
2021-09-02,"60,357.49","59,927"
2021-09-03,"60,106.72","59,718"
2021-09-04,"60,106.72","59,718"
2021-09-05,"60,106.72","59,718"
2021-09-06,"60,035.80","59,646"
2021-09-07,"60,340.77","59,932"
2021-09-08,"59,378.55","58,886"
2021-09-09,"58,020.55","57,467"
2021-09-10,"58,175.75","57,557"
2021-09-11,"58,175.75","57,557"
2021-09-12,"58,175.75","57,557"
2021-09-13,"58,494.78","57,926"
2021-09-14,"58,115.08","57,520"
2021-09-15,"58,229.94","57,805"
2021-09-16,"57,098.19","56,723"
2021-09-17,"56,605.25","56,081"
2021-09-18,"56,605.25","56,081"
2021-09-19,"56,605.25","56,081"
2021-09-20,"55,246.07","54,389"
2021-09-21,"56,085.63","55,464"
