date,close_indice,close_future
2015-08-04,8516.9004,"8,547.55"
2015-08-05,8567.9502,"8,592.65"
2015-08-06,8588.6504,"8,615.00"
2015-08-07,8564.5996,"8,594.10"
2015-08-08,8564.5996,"8,594.10"
2015-08-09,8564.5996,"8,594.10"
2015-08-10,8525.5996,"8,544.30"
2015-08-11,8462.3496,"8,490.80"
2015-08-12,8349.4502,"8,365.45"
2015-08-13,8355.8496,"8,381.00"
2015-08-14,8518.5498,"8,542.70"
2015-08-15,8518.5498,"8,542.70"
2015-08-16,8518.5498,"8,542.70"
2015-08-17,8477.2998,"8,488.05"
2015-08-18,8466.5498,"8,481.70"
2015-08-19,8495.1504,"8,505.40"
2015-08-20,8372.75,"8,380.05"
2015-08-21,8299.9502,"8,306.35"
2015-08-22,8299.9502,"8,306.35"
2015-08-23,8299.9502,"8,306.35"
2015-08-24,7809.0,"7,806.35"
2015-08-25,7880.7002,"7,896.20"
2015-08-26,7791.8501,"7,800.70"
2015-08-27,7948.9502,"7,948.95"
2015-08-28,8001.9502,"8,022.70"
2015-08-29,8001.9502,"8,022.70"
2015-08-30,8001.9502,"8,022.70"
2015-08-31,7971.2998,"8,000.05"
2015-09-01,7785.8501,"7,798.80"
2015-09-02,7717.0,"7,742.15"
2015-09-03,7823.0,"7,842.55"
2015-09-04,7655.0498,"7,664.35"
2015-09-05,7655.0498,"7,664.35"
2015-09-06,7655.0498,"7,664.35"
2015-09-07,7558.7998,"7,574.50"
2015-09-08,7688.25,"7,719.40"
2015-09-09,7818.6001,"7,826.70"
2015-09-10,7788.1001,"7,808.25"
2015-09-11,7789.2998,"7,789.35"
2015-09-12,7789.2998,"7,789.35"
2015-09-13,7789.2998,"7,789.35"
2015-09-14,7872.25,"7,875.20"
2015-09-15,7829.1001,"7,828.55"
2015-09-16,7899.1499,"7,896.30"
2015-09-17,7899.1499,"7,995.25"
2015-09-18,7981.8999,"7,982.55"
2015-09-19,7981.8999,"7,982.55"
2015-09-20,7981.8999,"7,982.55"
2015-09-21,7977.1001,"7,980.05"
2015-09-22,7812.0,"7,797.10"
2015-09-23,7845.9502,"7,855.45"
2015-09-24,7868.5,"7,868.50"
2015-09-25,7868.5,"7,868.50"
2015-09-26,7868.5,"7,868.50"
2015-09-27,7868.5,"7,868.50"
2015-09-28,7795.7002,"7,825.50"
2015-09-29,7843.2998,"7,875.85"
2015-09-30,7948.8999,"7,980.35"
2015-10-01,7950.8999,"7,976.95"
2015-10-02,7950.8999,"8,005.25"
2015-10-03,7950.8999,"8,005.25"
2015-10-04,7950.8999,"8,005.25"
2015-10-05,8119.2998,"8,132.80"
2015-10-06,8152.8999,"8,160.55"
2015-10-07,8177.3999,"8,194.65"
2015-10-08,8129.3501,"8,157.25"
2015-10-09,8189.7002,"8,205.35"
2015-10-10,8189.7002,"8,205.35"
2015-10-11,8189.7002,"8,205.35"
2015-10-12,8143.6001,"8,149.60"
2015-10-13,8131.7002,"8,138.80"
2015-10-14,8107.8999,"8,121.40"
2015-10-15,8179.5,"8,187.00"
2015-10-16,8238.1504,"8,259.45"
2015-10-17,8238.1504,"8,259.45"
2015-10-18,8238.1504,"8,259.45"
2015-10-19,8275.0498,"8,270.75"
2015-10-20,8261.6504,"8,253.90"
2015-10-21,8251.7002,"8,262.30"
2015-10-22,8251.7002,"8,314.00"
2015-10-23,8295.4502,"8,304.15"
2015-10-24,8295.4502,"8,304.15"
2015-10-25,8295.4502,"8,304.15"
2015-10-26,8260.5498,"8,263.60"
2015-10-27,8232.9004,"8,244.25"
2015-10-28,8171.2002,"8,173.60"
2015-10-29,8111.75,"8,111.75"
2015-10-30,8065.7998,"8,094.70"
2015-10-31,8065.7998,"8,094.70"
2015-11-01,8065.7998,"8,094.70"
2015-11-02,8050.7998,"8,076.15"
2015-11-03,8060.7002,"8,087.25"
2015-11-04,8040.2002,"8,070.05"
2015-11-05,7955.4502,"7,989.40"
2015-11-06,7954.2998,"7,977.40"
2015-11-07,7954.2998,"7,977.40"
2015-11-08,7954.2998,"7,977.40"
2015-11-09,7915.2002,"7,936.05"
2015-11-10,7783.3501,"7,802.50"
2015-11-11,7825.0,"7,825.05"
2015-11-12,7825.0,"7,767.25"
2015-11-13,7762.25,"7,774.30"
2015-11-14,7762.25,"7,774.30"
2015-11-15,7762.25,"7,774.30"
2015-11-16,7806.6001,"7,827.25"
2015-11-17,7837.5498,"7,852.60"
2015-11-18,7731.7998,"7,731.95"
2015-11-19,7842.75,"7,858.35"
2015-11-20,7856.5498,"7,851.60"
2015-11-21,7856.5498,"7,851.60"
2015-11-22,7856.5498,"7,851.60"
2015-11-23,7849.25,"7,851.25"
2015-11-24,7831.6001,"7,832.25"
2015-11-25,7831.6001,"7,825.00"
2015-11-26,7883.7998,"7,883.80"
2015-11-27,7942.7002,"7,972.20"
2015-11-28,7942.7002,"7,972.20"
2015-11-29,7942.7002,"7,972.20"
2015-11-30,7935.25,"7,980.10"
2015-12-01,7954.8999,"7,987.75"
2015-12-02,7931.3501,"7,962.90"
2015-12-03,7864.1499,"7,890.80"
2015-12-04,7781.8999,"7,820.50"
2015-12-05,7781.8999,"7,820.50"
2015-12-06,7781.8999,"7,820.50"
